«”г «бб«Џ»;«бЏг—;«бг—я“;Џѕѕ «б г—н—« ;ѕё… «б г—н—«  (%);Џѕѕ «б ”ѕнѕ« ;Џѕѕ «б√еѕ«Ё;д”»… «бдћ«Ќ Ён «бгж«ће«  (%);«б”—Џ… «бё’жм (яг/”);«бг”«Ё… «бгёЎжЏ… (яг);гЏѕб д»÷ «бёб»;д”»… «б Џ» Ён де«н… «б‘жЎ;«б ённг «бЏ«г; ’днЁ «бб«Џ»; ’днЁ «бб«Џ»2
”Џжѕ «бёЌЎ«дн;18;ж”Ў;25;64.26;2;0;66.85;30.15;8.84;120;8.93;8.65;гжеж»;гжеж»
гЌгѕ «бЌ—»н;19;Ќ«—”;21;63.97;4;2;47.15;29.45;8.00;132;20.93;4.80;џн— гжеж»;џн— гжеж»
”Џжѕ «б“е—«дн;23;ѕЁ«Џ;23;89.59;6;1;54.07;32.01;6.00;134;38.65;5.08;џн— гжеж»;џн— гжеж»
 —ян «б—жнбн;26;ѕЁ«Џ;65;80.32;7;1;88.93;33.81;7.69;164;14.36;6.56;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б“е—«дн;25;Ќ«—”;60;63.59;2;4;44.31;31.70;7.61;168;22.25;5.75;џн— гжеж»;џн— гжеж»
ќ«бѕ «бёЌЎ«дн;17;ећжг;69;70.96;11;0;61.68;34.21;7.67;120;46.04;8.49;гжеж»;гжеж»
 —ян «б—жнбн;30;ѕЁ«Џ;83;78.66;9;4;85.48;28.58;8.10;125;23.09;9.26;гжеж»;гжеж»
Ёеѕ «бџ«гѕн;24;ећжг;77;65.63;6;3;89.12;23.99;10.64;131;24.03;9.16;гжеж»;гжеж»
Ёеѕ «б»бжн;24;ѕЁ«Џ;86;81.96;8;2;75.67;30.39;5.99;169;11.40;5.64;џн— гжеж»;џн— гжеж»
”Џжѕ «б‘г—н;29;ѕЁ«Џ;19;75.44;6;5;44.57;26.36;10.06;135;36.37;8.88;гжеж»;гжеж»
ќ«бѕ «б»бжн;22;ећжг;27;82.36;5;4;56.94;25.93;11.45;160;32.59;6.88;гжеж»;џн— гжеж»
ќ«бѕ «бЏ н»н;23;ећжг;30;79.38;5;0;57.77;26.96;11.21;131;45.66;5.85;џн— гжеж»;џн— гжеж»
Ёеѕ «б‘г—н;16;Ќ«—”;72;91.02;1;0;69.71;31.32;7.03;137;25.40;9.10;гжеж»;гжеж»
 —ян «бџ«гѕн;19;ећжг;27;71.24;8;0;42.75;23.39;5.95;181;11.32;8.90;гжеж»;гжеж»
√Ќгѕ «бЏ н»н;28;Ќ«—”;26;77.55;7;5;70.48;29.65;6.96;132;29.32;4.51;џн— гжеж»;џн— гжеж»
д«’— «бџ«гѕн;28;ж”Ў;89;88.75;2;0;41.36;25.82;8.24;160;49.19;7.08;гжеж»;гжеж»
√Ќгѕ «бЏд“н;23;ећжг;46;81.84;6;2;84.95;29.80;7.99;174;14.14;6.14;џн— гжеж»;џн— гжеж»
ќ«бѕ «б‘г—н;18;Ќ«—”;75;66.14;10;6;87.31;31.46;6.82;172;14.55;8.32;гжеж»;гжеж»
Џ»ѕ«ббе «б»бжн;23;ѕЁ«Џ;63;77.29;7;0;83.76;25.99;6.32;128;8.63;5.06;џн— гжеж»;џн— гжеж»
”«бг «бЏ н»н;20;ж”Ў;30;89.28;8;4;79.31;31.66;9.35;140;17.66;4.64;џн— гжеж»;џн— гжеж»
√Ќгѕ «бёЌЎ«дн;27;Ќ«—”;10;82.45;11;0;49.3;28.48;8.54;137;48.67;8.57;гжеж»;гжеж»
”«бг «б—жнбн;27;ѕЁ«Џ;34;78.01;5;1;79.08;24.60;9.41;131;34.02;5.66;џн— гжеж»;џн— гжеж»
”Џжѕ «бг«бян;29;ж”Ў;61;67.88;4;2;49.8;31.56;7.06;124;46.95;5.87;џн— гжеж»;џн— гжеж»
√Ќгѕ «б»бжн;16;Ќ«—”;56;80.09;6;0;76.87;30.53;9.92;173;11.55;4.42;џн— гжеж»;џн— гжеж»
д«’— «бџ«гѕн;24;Ќ«—”;21;64.03;8;2;40.58;33.05;10.31;131;26.06;7.45;џн— гжеж»;гжеж»
ќ«бѕ «бЏд“н;25;Ќ«—”;71;61.65;5;0;87.19;32.02;8.78;158;12.34;8.33;гжеж»;гжеж»
Џ»ѕ«ббе «бџ«гѕн;21;ѕЁ«Џ;57;60.73;4;1;63.69;26.72;10.59;117;39.20;4.47;џн— гжеж»;џн— гжеж»
ќ«бѕ «бг«бян;17;ѕЁ«Џ;82;66.43;6;0;50.58;28.18;8.16;136;29.12;6.80;гжеж»;џн— гжеж»
—«я«д «бЏ н»н;29;ѕЁ«Џ;84;94.06;9;2;54.04;33.33;9.85;176;25.52;8.95;гжеж»;гжеж»
д«’— «бг«бян;20;ж”Ў;14;64.94;7;2;82.86;32.46;9.95;124;45.19;7.15;гжеж»;гжеж»
ќ«бѕ «бёЌЎ«дн;27;ећжг;77;80.61;0;0;57.19;24.60;9.44;135;30.21;8.44;гжеж»;гжеж»
ќ«бѕ «б»бжн;18;Ќ«—”;88;93.33;3;1;56.71;31.04;8.66;150;43.78;4.46;џн— гжеж»;џн— гжеж»
√Ќгѕ «бџ«гѕн;30;ећжг;86;67.37;9;0;52.82;25.98;7.63;134;35.89;6.60;џн— гжеж»;џн— гжеж»
”«бг «бЏд“н;29;ѕЁ«Џ;15;83.72;5;1;78.22;30.57;8.57;181;46.93;4.61;џн— гжеж»;џн— гжеж»
гЌгѕ «бџ«гѕн;24;Ќ«—”;28;88.88;9;4;62.37;33.04;9.60;160;28.28;5.13;џн— гжеж»;џн— гжеж»
гЌгѕ «б“е—«дн;24;ж”Ў;37;89.40;0;0;72.35;23.30;9.48;157;16.30;7.69;гжеж»;гжеж»
—«я«д «бЏ н»н;28;ећжг;30;81.00;7;3;65.33;31.67;6.96;177;31.17;6.73;гжеж»;џн— гжеж»
”«бг «бЏд“н;21;ећжг;83;86.28;11;0;65.89;26.98;6.92;174;50.96;6.28;џн— гжеж»;џн— гжеж»
 —ян «бг«бян;16;ж”Ў;30;66.72;7;2;70.17;26.94;6.18;128;14.43;7.48;гжеж»;гжеж»
Џ»ѕ«ббе «бџ«гѕн;15;Ќ«—”;26;82.62;2;1;86.27;28.40;7.34;136;26.73;7.47;гжеж»;гжеж»
Џ»ѕ«ббе «бџ«гѕн;25;ѕЁ«Џ;66;92.95;2;1;52.25;32.54;8.75;150;28.20;5.61;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЏ н»н;18;ж”Ў;76;76.31;2;3;76.42;28.71;8.28;160;20.11;7.17;гжеж»;гжеж»
гЌгѕ «б»бжн;19;Ќ«—”;27;81.73;4;3;61.58;27.23;5.91;130;39.00;7.86;гжеж»;гжеж»
Џ»ѕ«ббе «бЌ—»н;22;ећжг;28;70.12;0;0;78.68;26.83;9.47;151;22.78;5.47;џн— гжеж»;џн— гжеж»
”«бг «б»бжн;25;ѕЁ«Џ;12;84.59;1;1;49.72;25.57;8.37;133;18.53;7.36;џн— гжеж»;гжеж»
—«я«д «б—жнбн;22;ж”Ў;23;92.38;2;1;69.96;29.38;11.10;123;42.47;6.74;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б—жнбн;27;ѕЁ«Џ;30;72.88;5;2;77.79;24.85;8.62;126;47.81;8.85;гжеж»;гжеж»
Џ»ѕ«ббе «бЏ н»н;23;Ќ«—”;42;70.64;8;4;57.02;31.55;6.73;174;43.54;4.99;џн— гжеж»;џн— гжеж»
д«’— «б—жнбн;22;ж”Ў;69;81.48;5;1;89.66;25.88;8.57;128;20.80;7.21;џн— гжеж»;гжеж»
д«’— «бг«бян;21;ѕЁ«Џ;95;88.88;7;1;47.6;32.35;11.31;164;12.59;8.48;гжеж»;гжеж»
гЌгѕ «б‘г—н;23;ж”Ў;12;66.86;8;3;71.02;30.93;8.65;174;46.19;8.68;гжеж»;гжеж»
Џ»ѕ«ббе «бџ«гѕн;25;Ќ«—”;56;91.90;6;1;74.76;24.24;9.13;149;51.27;6.13;џн— гжеж»;џн— гжеж»
гЌгѕ «бџ«гѕн;27;ѕЁ«Џ;22;82.50;12;1;69.46;28.45;7.94;124;26.96;6.03;џн— гжеж»;џн— гжеж»
—«я«д «б—жнбн;20;ж”Ў;44;67.77;10;5;87.46;30.10;8.14;156;20.79;7.22;гжеж»;гжеж»
 —ян «бёЌЎ«дн;26;ж”Ў;30;64.16;7;1;85.93;28.73;10.04;156;9.75;5.32;џн— гжеж»;џн— гжеж»
√Ќгѕ «б“е—«дн;24;ѕЁ«Џ;41;73.22;9;4;53.14;32.68;8.60;122;40.68;8.24;гжеж»;гжеж»
Ёеѕ «бЌ—»н;24;Ќ«—”;44;94.31;11;1;60.08;31.93;10.83;167;46.58;6.93;џн— гжеж»;џн— гжеж»
—«я«д «бџ«гѕн;22;Ќ«—”;88;85.01;4;1;53.92;28.20;10.53;169;45.99;6.41;џн— гжеж»;џн— гжеж»
Ёеѕ «бёЌЎ«дн;22;ећжг;82;80.64;5;3;56.37;31.85;7.94;152;27.98;9.08;гжеж»;гжеж»
”Џжѕ «бЏд“н;16;ж”Ў;41;61.23;9;1;53.5;32.30;7.32;150;13.72;8.38;гжеж»;гжеж»
—«я«д «б“е—«дн;25;Ќ«—”;55;90.98;4;1;64.59;28.80;8.01;180;23.08;6.81;џн— гжеж»;џн— гжеж»
 —ян «бёЌЎ«дн;27;Ќ«—”;34;63.73;11;1;85.59;28.64;7.21;179;28.37;5.51;џн— гжеж»;џн— гжеж»
гЌгѕ «бЌ—»н;25;ѕЁ«Џ;39;73.79;3;1;85.3;34.14;10.80;175;16.55;8.11;гжеж»;гжеж»
гЌгѕ «б“е—«дн;15;ећжг;62;87.95;6;1;78.23;29.36;6.60;151;25.35;7.26;гжеж»;гжеж»
 —ян «б“е—«дн;19;ећжг;83;81.53;8;6;64.25;29.12;7.59;169;20.50;7.92;гжеж»;гжеж»
Џ»ѕ«ббе «бг«бян;24;Ќ«—”;39;78.20;8;6;82.33;30.74;7.68;162;13.38;4.28;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЏ н»н;18;ећжг;17;63.64;1;0;59.78;32.08;6.18;139;15.01;4.72;џн— гжеж»;џн— гжеж»
 —ян «бг«бян;23;ећжг;55;70.36;6;3;66.64;32.59;8.06;148;34.35;7.88;гжеж»;гжеж»
д«’— «б—жнбн;18;ж”Ў;21;86.90;6;5;52.9;27.03;7.25;148;23.98;7.48;гжеж»;гжеж»
ќ«бѕ «б—жнбн;26;ећжг;48;65.01;2;0;79.94;33.39;11.29;128;13.70;8.36;гжеж»;гжеж»
гЌгѕ «б“е—«дн;18;ѕЁ«Џ;50;68.37;3;3;67.35;28.61;7.80;162;20.82;9.18;гжеж»;гжеж»
”«бг «бг«бян;16;ѕЁ«Џ;37;62.81;0;0;50.42;29.81;6.72;124;16.57;8.70;гжеж»;гжеж»
гЌгѕ «бЏд“н;23;ѕЁ«Џ;65;68.34;9;6;55.1;29.92;10.03;158;26.84;5.55;џн— гжеж»;џн— гжеж»
гЌгѕ «б»бжн;23;ећжг;42;60.86;8;1;66.06;34.24;5.79;178;42.35;8.38;гжеж»;гжеж»
Ёеѕ «б»бжн;23;ж”Ў;53;83.57;7;1;59.11;25.90;10.23;123;29.90;7.27;гжеж»;гжеж»
√Ќгѕ «бЏд“н;24;ж”Ў;16;88.84;6;1;52.77;31.18;11.33;136;32.77;6.63;џн— гжеж»;џн— гжеж»
гЌгѕ «б»бжн;20;ж”Ў;21;78.36;3;3;43.34;25.90;9.58;151;44.26;7.54;гжеж»;гжеж»
гЌгѕ «б“е—«дн;23;Ќ«—”;73;65.43;2;0;59.56;30.63;8.71;164;41.03;5.92;џн— гжеж»;џн— гжеж»
”Џжѕ «бЌ—»н;27;ѕЁ«Џ;48;89.25;9;5;61.38;25.86;7.74;149;23.78;7.15;гжеж»;гжеж»
Џ»ѕ«ббе «бџ«гѕн;17;Ќ«—”;27;70.95;8;2;78.22;31.98;11.50;141;50.92;7.81;гжеж»;гжеж»
гЌгѕ «б“е—«дн;22;Ќ«—”;46;87.80;8;0;80.25;29.26;7.59;138;34.28;8.43;гжеж»;гжеж»
√Ќгѕ «бёЌЎ«дн;17;ећжг;58;90.87;1;0;50;27.01;8.75;132;17.01;4.93;џн— гжеж»;џн— гжеж»
√Ќгѕ «б—жнбн;23;ж”Ў;52;69.31;10;6;87.39;28.60;8.11;171;45.34;4.32;џн— гжеж»;џн— гжеж»
 —ян «б“е—«дн;28;ѕЁ«Џ;80;77.08;10;1;65.98;26.85;6.75;142;15.79;5.99;џн— гжеж»;џн— гжеж»
”«бг «б‘г—н;19;ѕЁ«Џ;11;91.42;5;0;50.07;27.65;9.11;149;25.30;8.47;гжеж»;гжеж»
√Ќгѕ «б»бжн;20;ж”Ў;86;85.69;0;1;82.87;25.24;9.50;150;31.78;5.03;џн— гжеж»;џн— гжеж»
 —ян «бЏ н»н;26;ж”Ў;68;72.04;7;3;50.04;24.89;10.36;176;21.14;5.24;џн— гжеж»;џн— гжеж»
√Ќгѕ «бёЌЎ«дн;21;ѕЁ«Џ;77;94.53;0;0;46.18;26.41;10.58;144;12.82;6.41;џн— гжеж»;џн— гжеж»
”«бг «бЏд“н;20;ж”Ў;63;80.03;9;2;57.15;29.28;9.76;162;21.71;6.19;џн— гжеж»;џн— гжеж»
Ёеѕ «бџ«гѕн;22;ж”Ў;63;77.28;8;2;47.65;26.22;6.56;173;33.92;4.22;џн— гжеж»;џн— гжеж»
”Џжѕ «б“е—«дн;21;ећжг;32;84.33;2;0;44.29;30.94;8.09;177;50.82;7.20;џн— гжеж»;гжеж»
д«’— «бЌ—»н;18;ж”Ў;57;91.06;9;2;87.09;32.04;7.53;146;38.12;9.03;гжеж»;гжеж»
—«я«д «бЏ н»н;24;Ќ«—”;70;63.34;2;0;75.47;29.77;7.35;131;17.22;8.99;гжеж»;гжеж»
√Ќгѕ «бџ«гѕн;24;ж”Ў;15;73.67;6;2;78.72;30.80;9.74;127;21.83;7.88;гжеж»;гжеж»
√Ќгѕ «б“е—«дн;20;ѕЁ«Џ;31;64.40;11;1;75.36;25.14;7.63;168;24.66;6.53;џн— гжеж»;џн— гжеж»
 —ян «б—жнбн;16;ж”Ў;56;72.70;9;0;42.21;29.77;6.63;128;48.91;8.55;гжеж»;гжеж»
√Ќгѕ «бЏд“н;30;Ќ«—”;45;77.64;3;1;88.98;27.57;8.94;151;42.86;6.59;џн— гжеж»;џн— гжеж»
”«бг «б»бжн;24;ећжг;91;68.97;7;0;61.65;31.83;10.63;133;33.08;7.67;гжеж»;гжеж»
”Џжѕ «б“е—«дн;25;ећжг;13;81.50;5;1;72.79;25.89;10.74;173;36.92;7.28;гжеж»;гжеж»
гЌгѕ «бёЌЎ«дн;23;ећжг;28;86.14;1;2;47.27;25.20;9.72;180;21.86;4.80;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б‘г—н;21;Ќ«—”;37;92.58;9;0;60.68;27.08;9.51;174;45.67;6.05;џн— гжеж»;џн— гжеж»
ќ«бѕ «б—жнбн;22;Ќ«—”;37;67.78;5;1;70.59;28.50;8.99;131;19.17;9.10;гжеж»;гжеж»
”Џжѕ «бЏ н»н;20;ж”Ў;7;70.32;9;2;43.36;28.98;11.18;144;16.67;7.71;гжеж»;гжеж»
Ёеѕ «б—жнбн;15;Ќ«—”;90;72.54;9;2;50.65;33.23;6.29;167;21.64;6.61;џн— гжеж»;џн— гжеж»
—«я«д «б»бжн;22;ж”Ў;27;83.95;4;1;81.29;31.88;9.60;132;18.60;8.94;гжеж»;гжеж»
”Џжѕ «б“е—«дн;20;ж”Ў;57;79.82;1;0;81.19;32.02;9.80;171;44.61;4.75;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЌ—»н;18;ећжг;74;72.89;0;1;86.75;28.85;11.03;165;21.98;8.12;гжеж»;гжеж»
”«бг «бЏ н»н;23;ећжг;72;88.04;10;4;63.17;25.21;7.52;148;33.31;8.91;гжеж»;гжеж»
Ёеѕ «б»бжн;18;ж”Ў;44;92.74;0;1;68.86;28.38;10.58;122;32.41;7.38;гжеж»;гжеж»
гЌгѕ «бЏ н»н;24;ећжг;18;72.28;6;3;81.7;24.98;9.17;162;35.78;7.35;гжеж»;гжеж»
гЌгѕ «б“е—«дн;27;ж”Ў;46;74.62;2;1;61.18;25.75;7.90;148;42.96;5.51;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б“е—«дн;23;ећжг;14;89.62;0;0;68.02;25.84;11.05;140;17.16;9.13;гжеж»;гжеж»
—«я«д «бЏд“н;24;ећжг;35;77.84;2;1;67.49;26.14;7.96;173;12.50;7.88;гжеж»;гжеж»
ќ«бѕ «б»бжн;16;ж”Ў;55;93.76;1;1;60.97;32.27;9.00;126;12.45;4.68;џн— гжеж»;џн— гжеж»
”«бг «бЏ н»н;27;Ќ«—”;53;88.09;2;0;83.07;27.23;8.60;152;18.79;5.81;џн— гжеж»;џн— гжеж»
√Ќгѕ «б—жнбн;18;Ќ«—”;48;63.83;7;0;59.83;32.49;9.43;152;40.39;5.66;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЏд“н;20;ѕЁ«Џ;92;61.32;8;1;84.42;25.68;10.00;150;47.67;9.72;гжеж»;гжеж»
—«я«д «бЌ—»н;18;Ќ«—”;55;63.82;9;1;80.04;32.90;11.16;171;40.77;9.47;гжеж»;гжеж»
д«’— «бЏд“н;22;ећжг;22;65.37;0;1;83.82;31.46;9.54;152;18.29;8.31;гжеж»;гжеж»
ќ«бѕ «б—жнбн;21;ж”Ў;36;84.33;0;3;75.03;25.56;6.40;156;24.62;9.17;гжеж»;гжеж»
Џ»ѕ«ббе «б“е—«дн;27;ѕЁ«Џ;29;92.35;1;1;84.58;26.36;6.72;169;21.23;9.10;гжеж»;гжеж»
”Џжѕ «бЌ—»н;27;ѕЁ«Џ;14;68.33;5;1;72.66;31.13;8.04;137;19.55;7.41;гжеж»;гжеж»
д«’— «бџ«гѕн;28;ѕЁ«Џ;79;72.08;3;0;58.68;29.38;6.80;159;26.85;8.50;гжеж»;гжеж»
Џ»ѕ«ббе «б‘г—н;23;ећжг;63;71.76;0;0;56.51;30.08;8.82;141;16.94;5.01;џн— гжеж»;џн— гжеж»
Ёеѕ «бЏ н»н;28;ѕЁ«Џ;59;74.98;6;5;81.41;30.79;11.02;176;27.47;8.35;гжеж»;гжеж»
гЌгѕ «б—жнбн;17;ѕЁ«Џ;76;76.66;2;4;66.04;29.00;7.10;150;46.21;8.23;гжеж»;гжеж»
Ёеѕ «бЌ—»н;25;Ќ«—”;34;74.21;6;3;43.12;26.91;7.87;164;11.18;7.04;гжеж»;гжеж»
”Џжѕ «бЌ—»н;25;Ќ«—”;84;92.46;7;2;56.51;30.13;7.36;164;12.54;4.54;џн— гжеж»;џн— гжеж»
ќ«бѕ «бЌ—»н;29;ж”Ў;20;90.68;8;6;73.96;31.32;6.85;142;36.33;7.27;гжеж»;гжеж»
Ёеѕ «бЏ н»н;22;ж”Ў;14;68.86;4;3;62.43;30.82;8.99;129;31.66;5.45;џн— гжеж»;џн— гжеж»
”«бг «бЏ н»н;20;Ќ«—”;39;75.21;4;0;76.28;25.88;7.73;177;33.77;5.61;џн— гжеж»;џн— гжеж»
ќ«бѕ «б‘г—н;19;ећжг;34;75.64;11;4;46.73;30.17;9.11;149;36.98;4.55;џн— гжеж»;џн— гжеж»
”«бг «бг«бян;16;ѕЁ«Џ;18;81.90;5;1;76.05;31.50;9.57;150;17.13;5.81;џн— гжеж»;џн— гжеж»
”«бг «б»бжн;25;Ќ«—”;83;65.20;4;2;79.13;33.83;8.25;140;42.91;7.39;гжеж»;гжеж»
 —ян «б»бжн;19;ж”Ў;76;71.24;8;2;53.85;32.01;8.08;156;29.09;6.93;џн— гжеж»;џн— гжеж»
√Ќгѕ «б—жнбн;23;Ќ«—”;42;75.56;4;3;43.73;30.53;6.71;152;38.34;5.01;џн— гжеж»;џн— гжеж»
—«я«д «бџ«гѕн;18;ѕЁ«Џ;72;66.77;5;0;66.76;25.86;7.77;143;24.37;5.86;џн— гжеж»;џн— гжеж»
Ёеѕ «б—жнбн;22;ж”Ў;76;86.29;1;1;58.85;32.49;8.66;146;41.97;8.60;гжеж»;гжеж»
√Ќгѕ «б‘г—н;25;ж”Ў;59;73.67;4;0;76.92;31.66;6.97;173;30.72;8.63;гжеж»;гжеж»
√Ќгѕ «бџ«гѕн;25;ж”Ў;90;68.48;10;3;76.17;27.72;10.93;138;14.80;6.76;џн— гжеж»;џн— гжеж»
д«’— «б“е—«дн;18;ж”Ў;18;86.61;5;3;83.73;29.27;9.03;117;12.74;5.38;џн— гжеж»;џн— гжеж»
—«я«д «бёЌЎ«дн;24;ж”Ў;27;63.03;5;2;41.5;31.03;9.94;177;35.24;6.22;џн— гжеж»;џн— гжеж»
”«бг «бг«бян;25;Ќ«—”;20;87.50;4;5;82.27;26.52;8.03;162;13.58;9.14;гжеж»;гжеж»
Ёеѕ «бЏ н»н;22;ећжг;64;85.94;2;1;52.02;25.24;8.47;135;14.78;6.59;џн— гжеж»;џн— гжеж»
”Џжѕ «б»бжн;17;ѕЁ«Џ;46;60.13;2;1;82.02;34.17;9.71;136;19.59;7.70;гжеж»;гжеж»
√Ќгѕ «бџ«гѕн;27;ж”Ў;44;66.57;10;4;45.16;30.57;7.22;165;13.34;5.34;џн— гжеж»;џн— гжеж»
Ёеѕ «б“е—«дн;20;ж”Ў;67;94.75;10;3;69.78;26.75;9.29;123;47.73;7.09;џн— гжеж»;гжеж»
 —ян «б—жнбн;23;ѕЁ«Џ;38;76.07;8;0;76.56;31.06;9.91;139;45.19;7.24;гжеж»;гжеж»
Ёеѕ «б‘г—н;23;ж”Ў;46;64.33;4;1;79.81;26.02;9.01;153;26.08;8.48;гжеж»;гжеж»
”Џжѕ «б“е—«дн;18;ећжг;76;90.60;3;0;45.91;28.68;8.95;172;13.84;7.61;гжеж»;гжеж»
”Џжѕ «б“е—«дн;16;Ќ«—”;57;73.43;7;4;74.71;29.33;8.99;134;28.60;5.36;џн— гжеж»;џн— гжеж»
д«’— «бёЌЎ«дн;20;ж”Ў;49;86.01;4;1;44.22;26.20;6.90;144;49.58;5.81;џн— гжеж»;џн— гжеж»
ќ«бѕ «б»бжн;21;Ќ«—”;62;88.74;4;4;72.38;28.49;6.10;138;33.81;7.93;гжеж»;гжеж»
д«’— «бЏ н»н;21;Ќ«—”;59;93.37;5;3;62.66;32.15;11.05;151;28.05;5.59;џн— гжеж»;џн— гжеж»
”«бг «б“е—«дн;29;ж”Ў;38;74.39;0;1;52.47;28.01;10.45;185;17.58;5.72;џн— гжеж»;џн— гжеж»
д«’— «бЏ н»н;20;ж”Ў;50;66.47;7;2;60.39;33.41;8.13;176;21.92;7.26;гжеж»;гжеж»
”Џжѕ «бЏд“н;24;Ќ«—”;58;62.94;4;2;53.77;29.72;6.88;149;48.72;5.92;џн— гжеж»;џн— гжеж»
”Џжѕ «б—жнбн;16;Ќ«—”;39;73.17;8;0;41.45;25.84;8.51;123;16.29;8.09;гжеж»;гжеж»
—«я«д «бг«бян;24;ећжг;37;60.20;7;5;55.02;30.07;5.75;138;39.35;6.06;џн— гжеж»;џн— гжеж»
”Џжѕ «бЏ н»н;29;Ќ«—”;40;75.53;2;4;57.79;29.23;6.95;131;17.20;8.21;гжеж»;гжеж»
д«’— «б“е—«дн;25;ѕЁ«Џ;21;80.91;6;2;66.84;33.70;9.45;166;17.49;9.22;гжеж»;гжеж»
гЌгѕ «б“е—«дн;28;ѕЁ«Џ;59;89.96;10;4;81.22;33.72;9.32;175;28.63;4.78;џн— гжеж»;џн— гжеж»
—«я«д «б—жнбн;17;ѕЁ«Џ;52;86.74;6;5;70.03;24.54;9.60;163;29.61;9.06;гжеж»;гжеж»
гЌгѕ «бџ«гѕн;23;ећжг;35;60.01;9;6;76.85;29.63;6.60;143;30.39;7.15;џн— гжеж»;гжеж»
—«я«д «бг«бян;18;ећжг;68;73.60;8;5;81.44;30.18;11.09;168;27.48;9.72;гжеж»;гжеж»
 —ян «бг«бян;19;Ќ«—”;85;74.82;7;1;58.28;29.43;8.67;168;43.31;5.12;џн— гжеж»;џн— гжеж»
”«бг «бЏ н»н;17;Ќ«—”;21;74.82;4;0;40.43;30.53;10.73;168;48.87;9.22;гжеж»;гжеж»
”«бг «бџ«гѕн;23;ж”Ў;31;67.03;5;5;72.89;25.27;11.54;175;24.90;7.51;гжеж»;гжеж»
гЌгѕ «б“е—«дн;26;ећжг;5;84.75;3;3;49.15;31.77;8.09;125;29.33;9.54;гжеж»;гжеж»
”Џжѕ «бџ«гѕн;19;Ќ«—”;53;76.51;6;2;56.96;29.61;9.35;129;24.27;8.02;гжеж»;гжеж»
ќ«бѕ «б“е—«дн;20;ѕЁ«Џ;41;72.53;7;2;53.26;30.35;8.16;145;16.38;5.60;џн— гжеж»;џн— гжеж»
”«бг «бЏд“н;19;Ќ«—”;15;73.87;4;2;79.45;27.99;7.99;117;28.80;4.78;џн— гжеж»;џн— гжеж»
Ёеѕ «бЏд“н;24;Ќ«—”;15;91.65;2;0;77.31;29.65;8.00;127;27.47;7.33;гжеж»;гжеж»
ќ«бѕ «б“е—«дн;18;Ќ«—”;57;84.96;7;4;60.08;34.55;8.68;119;12.92;8.37;гжеж»;гжеж»
д«’— «бЏ н»н;18;ѕЁ«Џ;33;66.69;1;2;76.49;27.56;9.24;177;41.90;7.16;џн— гжеж»;гжеж»
—«я«д «бЏ н»н;20;Ќ«—”;20;73.92;5;1;54.02;30.85;8.93;149;40.62;6.70;џн— гжеж»;џн— гжеж»
”Џжѕ «б“е—«дн;26;ѕЁ«Џ;20;73.95;1;2;65.17;30.82;7.36;150;34.88;4.65;џн— гжеж»;џн— гжеж»
гЌгѕ «бг«бян;23;Ќ«—”;65;94.22;8;1;67.09;29.09;9.12;148;35.04;7.10;гжеж»;гжеж»
гЌгѕ «бёЌЎ«дн;29;ѕЁ«Џ;21;63.18;7;0;48.43;33.47;7.34;130;19.83;7.19;гжеж»;гжеж»
Џ»ѕ«ббе «б»бжн;17;ж”Ў;49;75.19;7;2;84.16;32.39;7.26;173;26.05;8.89;гжеж»;гжеж»
ќ«бѕ «б—жнбн;24;ж”Ў;72;90.17;6;0;65.5;26.17;6.06;173;47.15;7.45;гжеж»;гжеж»
Џ»ѕ«ббе «бг«бян;17;ѕЁ«Џ;70;84.49;9;4;45.07;28.08;11.20;132;26.24;8.91;гжеж»;гжеж»
”«бг «б»бжн;28;ж”Ў;76;74.25;4;0;59.32;32.21;10.61;139;38.86;9.68;гжеж»;гжеж»
Џ»ѕ«ббе «б—жнбн;20;ећжг;72;74.92;7;2;84.49;30.14;10.21;170;22.78;5.40;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б»бжн;26;ећжг;38;60.80;3;0;63.77;25.51;8.37;128;15.10;4.24;џн— гжеж»;џн— гжеж»
”Џжѕ «б‘г—н;27;ж”Ў;86;78.93;9;0;81.16;25.18;11.06;126;33.95;7.60;гжеж»;гжеж»
Џ»ѕ«ббе «бёЌЎ«дн;21;ећжг;76;61.71;8;2;82.25;32.04;9.63;124;13.81;7.38;гжеж»;гжеж»
”«бг «бЌ—»н;16;ећжг;66;75.75;1;0;80.15;26.46;9.96;135;38.56;6.96;гжеж»;џн— гжеж»
д«’— «бЏ н»н;19;Ќ«—”;34;78.06;9;5;82.59;25.07;6.97;179;24.29;5.63;џн— гжеж»;џн— гжеж»
 —ян «бёЌЎ«дн;17;Ќ«—”;65;69.41;4;4;53.73;24.97;6.38;152;36.61;7.18;гжеж»;гжеж»
